Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2026-03-03 11:05:00+00:00,66865.546875,66976.1640625,66865.546875,66976.1640625,296939520
2026-03-03 11:10:00+00:00,66954.6171875,66997.8125,66947.5625,66947.5625,105185280
2026-03-03 11:15:00+00:00,66774.8125,66920.40625,66774.8125,66920.40625,4947968
2026-03-03 11:20:00+00:00,66940.1484375,66953.1796875,66774.7109375,66774.7109375,0
2026-03-03 11:25:00+00:00,66876.953125,66954.84375,66876.953125,66954.84375,0
2026-03-03 11:30:00+00:00,66865.9140625,66884.9765625,66842.0625,66842.0625,0
2026-03-03 11:35:00+00:00,67033.2421875,67033.2421875,66964.953125,66964.953125,0
2026-03-03 11:40:00+00:00,67029.75,67060.7890625,67029.75,67045.890625,392167424
2026-03-03 11:45:00+00:00,67145.9609375,67145.9609375,67067.671875,67067.671875,0
2026-03-03 11:50:00+00:00,67009.03125,67073.0390625,67009.03125,67073.0390625,5386240
2026-03-03 11:55:00+00:00,67054.8515625,67054.8515625,66964.3046875,66999.046875,159887360
2026-03-03 12:00:00+00:00,67179.5625,67179.5625,67075.09375,67075.09375,76972032
2026-03-03 12:05:00+00:00,67380.6015625,67380.765625,67221.03125,67221.03125,0
2026-03-03 12:10:00+00:00,67754.734375,67754.734375,67517.9921875,67517.9921875,327741440
2026-03-03 12:15:00+00:00,67593.1484375,67715.640625,67565.2265625,67715.640625,455421952
2026-03-03 12:20:00+00:00,67426.5,67489.2265625,67426.5,67489.2265625,186646528
2026-03-03 12:25:00+00:00,67548.5546875,67588.703125,67515.421875,67515.421875,135208960
2026-03-03 12:30:00+00:00,67428.578125,67575.34375,67428.578125,67575.34375,0
2026-03-03 12:35:00+00:00,67322.2890625,67421.9609375,67322.2890625,67421.9609375,55635968
2026-03-03 12:40:00+00:00,67338.046875,67401.2578125,67338.046875,67401.2578125,0
2026-03-03 12:45:00+00:00,67334.3203125,67357.265625,67334.3203125,67347.75,244428800
2026-03-03 12:50:00+00:00,67304.734375,67304.734375,67268.515625,67298.28125,0
2026-03-03 12:55:00+00:00,67396.375,67427.0390625,67396.375,67402.046875,0
2026-03-03 13:00:00+00:00,67239.703125,67390.3828125,67178.1875,67390.3828125,0
2026-03-03 13:05:00+00:00,67208.046875,67208.046875,67185.609375,67185.609375,23416832
2026-03-03 13:10:00+00:00,67049.8359375,67210.921875,67049.8359375,67190.96875,124145664
2026-03-03 13:15:00+00:00,67096.578125,67124.0546875,67096.578125,67110.6328125,0
2026-03-03 13:20:00+00:00,67128.8125,67146.8125,67123.7421875,67123.7421875,0
2026-03-03 13:25:00+00:00,67116.3671875,67118.84375,67047.703125,67085.4296875,0
2026-03-03 13:30:00+00:00,67051.59375,67054.0078125,66971.109375,67054.0078125,0
2026-03-03 13:35:00+00:00,66965.8671875,67027.359375,66965.8671875,67011.09375,64528384
2026-03-03 13:40:00+00:00,66889.8984375,66986.9140625,66889.8984375,66967.5,120627200
